,GeneSymbol,Type,ClinicalSignificance,clinsig
43911,BRCA1,single nucleotide variant,Likely benign,Likely benign
43912,BRCA1,single nucleotide variant,Likely benign,Likely benign
43913,BRCA1,single nucleotide variant,Likely benign,Likely benign
43914,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43915,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43916,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43917,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43918,BRCA1,single nucleotide variant,Likely benign,Likely benign
43919,BRCA1,single nucleotide variant,Likely benign,Likely benign
43920,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43921,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43922,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43923,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43924,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43925,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43926,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43927,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43928,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43929,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43930,BRCA1,single nucleotide variant,Likely benign,Likely benign
43931,BRCA1,single nucleotide variant,Likely benign,Likely benign
43932,BRCA1,single nucleotide variant,Likely benign,Likely benign
43933,BRCA1,single nucleotide variant,Likely benign,Likely benign
43934,BRCA1,single nucleotide variant,Likely benign,Likely benign
43935,BRCA1,single nucleotide variant,Likely benign,Likely benign
43936,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43937,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43938,BRCA1,single nucleotide variant,Likely benign,Likely benign
43939,BRCA1,single nucleotide variant,Likely benign,Likely benign
43940,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43941,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43942,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43943,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43944,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43945,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43946,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43947,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43948,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
43949,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
43950,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43951,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43952,BRCA1,Insertion,Uncertain significance,Uncertain significance
43953,BRCA1,Deletion,Uncertain significance,Uncertain significance
43954,BRCA1,Deletion,Uncertain significance,Uncertain significance
43955,BRCA1,Deletion,Pathogenic,Pathogenic
43956,BRCA1,Deletion,Pathogenic,Pathogenic
43957,BRCA1,Duplication,Pathogenic,Pathogenic
43958,BRCA1,Duplication,Pathogenic,Pathogenic
43959,BRCA1,single nucleotide variant,Likely benign,Likely benign
43960,BRCA1,single nucleotide variant,Likely benign,Likely benign
43961,BRCA1,single nucleotide variant,Likely benign,Likely benign
43962,BRCA1,single nucleotide variant,Likely benign,Likely benign
43963,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43964,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43965,BRCA1,single nucleotide variant,Likely benign,Likely benign
43966,BRCA1,single nucleotide variant,Likely benign,Likely benign
43967,BRCA1,single nucleotide variant,Likely benign,Likely benign
43968,BRCA1,single nucleotide variant,Likely benign,Likely benign
43969,BRCA1,single nucleotide variant,Likely benign,Likely benign
43970,BRCA1,single nucleotide variant,Likely benign,Likely benign
43971,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43972,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43973,BRCA1,single nucleotide variant,Likely benign,Likely benign
43974,BRCA1,single nucleotide variant,Likely benign,Likely benign
43975,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43976,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43977,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43978,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43979,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43980,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43981,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43982,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
43983,BRCA2,single nucleotide variant,Likely benign,Likely benign
43984,BRCA2,single nucleotide variant,Likely benign,Likely benign
43985,BRCA2,single nucleotide variant,Benign,Benign
43986,BRCA2,single nucleotide variant,Benign,Benign
43987,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
43988,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
43989,BRCA2,single nucleotide variant,Likely benign,Likely benign
43990,BRCA2,single nucleotide variant,Likely benign,Likely benign
43991,BRCA2,single nucleotide variant,Likely benign,Likely benign
43992,BRCA2,single nucleotide variant,Likely benign,Likely benign
43993,BRCA2,single nucleotide variant,Likely benign,Likely benign
43994,BRCA2,single nucleotide variant,Likely benign,Likely benign
43995,BRCA2,Deletion,Pathogenic,Pathogenic
43996,BRCA2,Deletion,Pathogenic,Pathogenic
43997,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
43998,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
43999,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44000,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44001,BRCA2,single nucleotide variant,Likely benign,Likely benign
44002,BRCA2,single nucleotide variant,Likely benign,Likely benign
44003,BRCA2,single nucleotide variant,Likely benign,Likely benign
44004,BRCA2,single nucleotide variant,Likely benign,Likely benign
44005,BRCA2,single nucleotide variant,Likely benign,Likely benign
44006,BRCA2,single nucleotide variant,Likely benign,Likely benign
44007,BRCA2,Deletion,Pathogenic,Pathogenic
44008,BRCA2,Deletion,Pathogenic,Pathogenic
44009,BRCA2,single nucleotide variant,Likely benign,Likely benign
44010,BRCA2,single nucleotide variant,Likely benign,Likely benign
44011,BRCA2,Microsatellite,Uncertain significance,Uncertain significance
44012,BRCA2,Microsatellite,Uncertain significance,Uncertain significance
44013,BRCA2,Insertion,Likely pathogenic,Likely pathogenic
44014,BRCA2,single nucleotide variant,Likely benign,Likely benign
44015,BRCA2,single nucleotide variant,Likely benign,Likely benign
44016,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44017,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44018,BRCA2,single nucleotide variant,Likely benign,Likely benign
44019,BRCA2,single nucleotide variant,Likely benign,Likely benign
44020,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44021,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44022,BRCA2,single nucleotide variant,Likely benign,Likely benign
44023,BRCA2,single nucleotide variant,Likely benign,Likely benign
44024,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44025,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44026,BRCA2,single nucleotide variant,Likely benign,Likely benign
44027,BRCA2,single nucleotide variant,Likely benign,Likely benign
44028,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44029,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44030,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44031,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44032,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44033,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44034,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44035,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44036,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44037,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44038,BRCA2,Deletion,Uncertain significance,Uncertain significance
44039,BRCA2,Deletion,Uncertain significance,Uncertain significance
44040,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44041,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44042,BRCA2,single nucleotide variant,Benign,Benign
44043,BRCA2,single nucleotide variant,Benign,Benign
44044,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44045,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44046,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44047,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44048,BRCA2,single nucleotide variant,Likely benign,Likely benign
44049,BRCA2,single nucleotide variant,Likely benign,Likely benign
44050,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44051,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44052,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44053,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44054,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44055,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44056,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44057,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44058,BRCA2,single nucleotide variant,Likely benign,Likely benign
44059,BRCA2,single nucleotide variant,Likely benign,Likely benign
44060,BRCA2,single nucleotide variant,Likely benign,Likely benign
44061,BRCA2,single nucleotide variant,Likely benign,Likely benign
44062,BRCA2,Deletion,Pathogenic,Pathogenic
44063,BRCA2,Deletion,Pathogenic,Pathogenic
44064,BRCA2,single nucleotide variant,Likely benign,Likely benign
44065,BRCA2,single nucleotide variant,Likely benign,Likely benign
44066,BRCA2,Deletion,Pathogenic,Pathogenic
44067,BRCA2,Deletion,Pathogenic,Pathogenic
44068,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44069,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44070,BRCA2,single nucleotide variant,Likely benign,Likely benign
44071,BRCA2,single nucleotide variant,Likely benign,Likely benign
44072,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44073,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44074,BRCA2,Duplication,Uncertain significance,Uncertain significance
44075,BRCA2,Duplication,Uncertain significance,Uncertain significance
44076,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44077,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44078,BRCA2,single nucleotide variant,Likely benign,Likely benign
44079,BRCA2,single nucleotide variant,Likely benign,Likely benign
44080,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44081,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44082,BRCA2,single nucleotide variant,Likely benign,Likely benign
44083,BRCA2,single nucleotide variant,Likely benign,Likely benign
44084,BRCA2,single nucleotide variant,Likely benign,Likely benign
44085,BRCA2,single nucleotide variant,Likely benign,Likely benign
44086,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44087,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44088,BRCA1,Deletion,Pathogenic,Pathogenic
44089,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44090,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44091,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44092,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44093,BRCA1,Indel,Uncertain significance,Uncertain significance
44094,BRCA1,Indel,Uncertain significance,Uncertain significance
44095,BRCA2,single nucleotide variant,Likely benign,Likely benign
44096,BRCA2,single nucleotide variant,Likely benign,Likely benign
44097,BRCA1,single nucleotide variant,Likely benign,Likely benign
44098,BRCA1,single nucleotide variant,Likely benign,Likely benign
44099,BRCA1,Duplication,Pathogenic,Pathogenic
44100,BRCA1,Duplication,Pathogenic,Pathogenic
44101,BRCA2,Deletion,Pathogenic,Pathogenic
44102,BRCA2,Deletion,Pathogenic,Pathogenic
44103,BRCA2,Duplication,Likely pathogenic,Likely pathogenic
44104,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
44105,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44106,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44107,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44108,BRCA1,Insertion,Likely pathogenic,Likely pathogenic
44109,BRCA1,Insertion,Likely pathogenic,Likely pathogenic
44110,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44111,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44112,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44113,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44114,BRCA2,Deletion,Pathogenic,Pathogenic
44115,BRCA2,Deletion,Pathogenic,Pathogenic
44116,BRCA2,Deletion,Pathogenic,Pathogenic
44117,BRCA2,Deletion,Pathogenic,Pathogenic
44118,BRCA1,Deletion,Pathogenic,Pathogenic
44119,BRCA1,Deletion,Pathogenic,Pathogenic
44120,BRCA1,Deletion,Pathogenic,Pathogenic
44121,BRCA1,Deletion,Pathogenic,Pathogenic
44122,BRCA1,Duplication,Pathogenic,Pathogenic
44123,BRCA1,Duplication,Pathogenic,Pathogenic
44124,BRCA1,Duplication,Pathogenic,Pathogenic
44125,BRCA1,Duplication,Pathogenic,Pathogenic
44126,BRCA1,Deletion,Pathogenic,Pathogenic
44127,BRCA1,Deletion,Pathogenic,Pathogenic
44128,BRCA1,Deletion,Pathogenic,Pathogenic
44129,BRCA1,Deletion,Pathogenic,Pathogenic
44130,BRCA1,Deletion,Pathogenic,Pathogenic
44131,BRCA1,Deletion,Pathogenic,Pathogenic
44132,BRCA1,Microsatellite,Pathogenic,Pathogenic
44133,BRCA1,Microsatellite,Pathogenic,Pathogenic
44134,BRCA2,Deletion,Pathogenic,Pathogenic
44135,BRCA2,Deletion,Pathogenic,Pathogenic
44136,BRCA2,Deletion,Pathogenic,Pathogenic
44137,BRCA2,Deletion,Pathogenic,Pathogenic
44138,BRCA2,Deletion,Pathogenic,Pathogenic
44139,BRCA2,Deletion,Pathogenic,Pathogenic
44140,BRCA2,Microsatellite,Pathogenic,Pathogenic
44141,BRCA2,Microsatellite,Pathogenic,Pathogenic
44142,BRCA1,Deletion,Pathogenic,Pathogenic
44143,BRCA1,Deletion,Pathogenic,Pathogenic
44144,BRCA1,Deletion,Pathogenic,Pathogenic
44145,BRCA1,Deletion,Pathogenic,Pathogenic
44146,BRCA2,Deletion,Pathogenic,Pathogenic
44147,BRCA2,Deletion,Pathogenic,Pathogenic
44148,BRCA2,Deletion,Pathogenic,Pathogenic
44149,BRCA2,Deletion,Pathogenic,Pathogenic
44150,BRCA2,Deletion,Pathogenic,Pathogenic
44151,BRCA2,Deletion,Pathogenic,Pathogenic
44152,BRCA1,Deletion,Pathogenic,Pathogenic
44153,BRCA1,Deletion,Pathogenic,Pathogenic
44154,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44155,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44156,BRCA1,Deletion,Pathogenic,Pathogenic
44157,BRCA1,Deletion,Pathogenic,Pathogenic
44158,BRCA1,Duplication,Pathogenic,Pathogenic
44159,BRCA1,Duplication,Pathogenic,Pathogenic
44160,BRCA1,single nucleotide variant,Likely benign,Likely benign
44161,BRCA1,single nucleotide variant,Likely benign,Likely benign
44162,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44163,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44164,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44165,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44166,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44167,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44168,BRCA2,Deletion,Pathogenic,Pathogenic
44169,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44170,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44171,BRCA2,Deletion,Pathogenic,Pathogenic
44172,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44173,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44174,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
44175,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
44176,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44177,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44178,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44179,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44180,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44181,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44182,BRCA2,Microsatellite,Pathogenic,Pathogenic
44183,BRCA2,Microsatellite,Pathogenic,Pathogenic
44184,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44185,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44186,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44187,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44188,BRCA2,Deletion,Pathogenic,Pathogenic
44189,BRCA2,Deletion,Pathogenic,Pathogenic
44190,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44191,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44192,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44193,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44194,BRCA2,single nucleotide variant,Likely benign,Likely benign
44195,BRCA2,single nucleotide variant,Likely benign,Likely benign
44196,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44197,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44198,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44199,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44200,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44201,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44202,BRCA2,single nucleotide variant,Likely benign,Likely benign
44203,BRCA2,single nucleotide variant,Likely benign,Likely benign
44204,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
44205,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
44206,BRCA1,single nucleotide variant,Likely benign,Likely benign
44207,BRCA1,single nucleotide variant,Likely benign,Likely benign
44208,BRCA1,single nucleotide variant,Likely benign,Likely benign
44209,BRCA1,single nucleotide variant,Likely benign,Likely benign
44210,BRCA2,single nucleotide variant,Likely benign,Likely benign
44211,BRCA2,single nucleotide variant,Likely benign,Likely benign
44212,BRCA1,single nucleotide variant,Likely benign,Likely benign
44213,BRCA1,single nucleotide variant,Likely benign,Likely benign
44214,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44215,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44216,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44217,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44218,BRCA1,single nucleotide variant,Likely benign,Likely benign
44219,BRCA1,single nucleotide variant,Likely benign,Likely benign
44220,BRCA1,single nucleotide variant,Likely benign,Likely benign
44221,BRCA1,single nucleotide variant,Likely benign,Likely benign
44222,BRCA1,Indel,Uncertain significance,Uncertain significance
44223,BRCA1,Indel,Uncertain significance,Uncertain significance
44224,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44225,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44226,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44227,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44228,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44229,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44230,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44231,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44232,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44233,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44234,BRCA1,Deletion,Uncertain significance,Uncertain significance
44235,BRCA1,Deletion,Uncertain significance,Uncertain significance
44236,BRCA1,Indel,Likely pathogenic,Likely pathogenic
44237,BRCA1,Indel,Likely pathogenic,Likely pathogenic
44238,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44239,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44240,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44241,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44242,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44243,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44244,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44245,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44246,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44247,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44248,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44249,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44250,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44251,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44252,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44253,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44254,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44255,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44256,BRCA1,Deletion,Pathogenic,Pathogenic
44257,BRCA1,Deletion,Pathogenic,Pathogenic
44258,BRCA2,Indel,Uncertain significance,Uncertain significance
44259,BRCA2,Indel,Uncertain significance,Uncertain significance
44260,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44261,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44262,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44263,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44264,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44265,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44266,BRCA2,Deletion,Pathogenic,Pathogenic
44267,BRCA2,Deletion,Pathogenic,Pathogenic
44268,BRCA1,Insertion,Likely pathogenic,Likely pathogenic
44269,BRCA1,Insertion,Likely pathogenic,Likely pathogenic
44270,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44271,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44272,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44273,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44274,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44275,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44276,BRCA2,Deletion,Pathogenic,Pathogenic
44277,BRCA2,Deletion,Pathogenic,Pathogenic
44278,BRCA2,Deletion,Pathogenic,Pathogenic
44279,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44280,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44281,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
44282,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
44283,BRCA2,Deletion,Pathogenic,Pathogenic
44284,BRCA2,Deletion,Pathogenic,Pathogenic
44285,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44286,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44287,BRCA2,Duplication,Pathogenic,Pathogenic
44288,BRCA2,Duplication,Pathogenic,Pathogenic
44289,BRCA2,Duplication,Pathogenic,Pathogenic
44290,BRCA2,Duplication,Pathogenic,Pathogenic
44291,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44292,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
44293,BRCA2,Deletion,Pathogenic,Pathogenic
44294,BRCA2,Deletion,Pathogenic,Pathogenic
44295,BRCA1,Duplication,Pathogenic,Pathogenic
44296,BRCA1,Duplication,Pathogenic,Pathogenic
44297,BRCA2,Indel,Pathogenic,Pathogenic
44298,BRCA2,Indel,Pathogenic,Pathogenic
44299,BRCA1,Insertion,Pathogenic,Pathogenic
44300,BRCA1,Insertion,Pathogenic,Pathogenic
44301,BRCA1,Deletion,Pathogenic,Pathogenic
44302,BRCA1,Deletion,Pathogenic,Pathogenic
44303,BRCA2,Duplication,Pathogenic,Pathogenic
44304,BRCA2,Duplication,Pathogenic,Pathogenic
44305,BRCA1,Deletion,Pathogenic,Pathogenic
44306,BRCA1,Deletion,Pathogenic,Pathogenic
44307,BRCA1,Duplication,Pathogenic,Pathogenic
44308,BRCA1,Duplication,Pathogenic,Pathogenic
44309,BRCA2,Deletion,Pathogenic,Pathogenic
44310,BRCA2,Deletion,Pathogenic,Pathogenic
44311,BRCA2,Deletion,Pathogenic,Pathogenic
44312,BRCA2,Deletion,Pathogenic,Pathogenic
44313,BRCA2,Deletion,Pathogenic,Pathogenic
44314,BRCA2,Deletion,Pathogenic,Pathogenic
44315,BRCA2,Duplication,Pathogenic,Pathogenic
44316,BRCA2,Duplication,Pathogenic,Pathogenic
44317,BRCA1,Deletion,Pathogenic,Pathogenic
44318,BRCA1,Deletion,Pathogenic,Pathogenic
44319,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44320,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44321,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44322,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44323,BRCA2,Duplication,Likely pathogenic,Likely pathogenic
44324,BRCA2,Duplication,Likely pathogenic,Likely pathogenic
44325,BRCA2,Indel,Likely pathogenic,Likely pathogenic
44326,BRCA2,Indel,Likely pathogenic,Likely pathogenic
44327,BRCA2,Duplication,Likely pathogenic,Likely pathogenic
44328,BRCA2,Duplication,Likely pathogenic,Likely pathogenic
44329,BRCA2,Insertion,Likely pathogenic,Likely pathogenic
44330,BRCA2,Insertion,Likely pathogenic,Likely pathogenic
44331,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44332,BRCA2,Deletion,Likely pathogenic,Likely pathogenic
44333,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44334,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
44335,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44336,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
44337,BRCA2,Deletion,Pathogenic,Pathogenic
44338,BRCA2,Indel,Uncertain significance,Uncertain significance
44339,BRCA2,Indel,Uncertain significance,Uncertain significance
44340,BRCA1,Deletion,Pathogenic,Pathogenic
44341,BRCA2,Deletion,Pathogenic,Pathogenic
44342,BRCA2,Deletion,Pathogenic,Pathogenic
44343,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44344,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44345,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44346,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44347,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44348,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44349,BRCA1,Deletion,Likely benign,Likely benign
44350,BRCA1,Deletion,Likely benign,Likely benign
44351,BRCA1,single nucleotide variant,Likely benign,Likely benign
44352,BRCA1,single nucleotide variant,Likely benign,Likely benign
44353,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44354,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44355,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44356,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
44357,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
